,QuestionID,Question,DocumentID,DocumentTitle,SentenceID,Sentence,Label
,Q1352,Who Makes Nexen Tires,D1291,Nexen Tire,D1291-0,"Nexen Tire is a tire manufacturer, headquartered in Yangsan , South Gyeongsang Province , and Seoul , both in South Korea .",1
,Q1353,who did richard nixon refer to as the  silent majority,D1292,Silent majority,D1292-1,"The term was popularized (though not first used) by U.S. President Richard Nixon in a November 3, 1969, speech in which he said, ""And so tonight—to you, the great silent majority of my fellow Americans—I ask for your support.""",1
,Q1353,who did richard nixon refer to as the  silent majority,D1292,Silent majority,D1292-2,"In this usage it referred to those Americans who did not join in the large demonstrations against the Vietnam War at the time, who did not join in the counterculture , and who did not participate in public discourse.",1
,Q1356,what year did the last monkeys go into space,D1295,Monkeys in space,D1295-5,The Soviet Union and Russia launched monkeys between 1983 and 1996.,1
,Q1362,what are grits made from,D1301,Grits,D1301-1,Modern grits are commonly made of alkali-treated corn known as hominy .,1
,Q1365,when did coca cola first come out,D352,Coca-Cola,D352-3,"Originally intended as a patent medicine when it was invented in the late 19th century by John Pemberton , Coca-Cola was bought out by businessman Asa Griggs Candler , whose marketing tactics led Coke to its dominance of the world soft-drink market throughout the 20th century.",1
,Q1366,what role do ombudsman play in the swedish government?,D1304,Ombudsman,D1304-0,"An ombudsman is an official, usually appointed by the government or by parliament but with a significant degree of independence, who is charged with representing the interests of the public by investigating and addressing complaints of maladministration or violation of rights.",1
,Q1367,what state is new england in,D1305,New England,D1305-3,"New England is a region in the northeastern corner of the United States consisting of the six states of Maine , New Hampshire , Vermont , Massachusetts , Rhode Island , and Connecticut .",1
,Q1372,who played batman in dark knight,D1310,The Dark Knight (film),D1310-2,"Christian Bale reprises the lead role of Bruce Wayne/Batman, with a returning cast of Michael Caine as Alfred Pennyworth , Gary Oldman as James Gordon and Morgan Freeman as Lucius Fox .",1
,Q1382,who shot franz ferdinand,D1081,Assassination of Archduke Franz Ferdinand of Austria,D1081-2,"On 28 June 1914, Archduke Franz Ferdinand of Austria , heir presumptive to the Austro-Hungarian throne, and his wife, Sophie, Duchess of Hohenberg , were shot dead in Sarajevo , by Gavrilo Princip , one of a group of six Bosnian Serb assassins coordinated by Danilo Ilić .",1
,Q1386,what are the three ossicles,D1323,Ossicles,D1323-0,"The ossicles (also called auditory ossicles) are the three smallest bones in the human body, the malleus , the incus and the stapes .",1
,Q1394,what year did martin luther king die,D1331,"Martin Luther King, Jr.",D1331-0,"Martin Luther King, Jr. (January 15, 1929 – April 4, 1968) was an American clergyman, activist, and leader in the African-American Civil Rights Movement .",1
,Q1399,what to make with linen,D1335,Linen,D1335-20,"Many products are made of linen: aprons, bags, towels (swimmers, bath, beach, body and wash towels), napkins, bed linens, linen tablecloths, runners, chair covers, and men's & women's wear.",1
,Q1400,what spanish speaking countries have the most world cup titles,D309,FIFA World Cup,D309-7,"The other World Cup winners are Italy , with four titles; Germany , with three titles; Argentina and inaugural winners Uruguay , with two titles each; and England , France , and Spain , with one title each.",1
,Q1402,who composed the Singapore national anthem,D1337,Majulah Singapura,D1337-1,"Composed by Zubir Said in 1958 as a theme song for official functions of the City Council of Singapore, the song was selected in 1959 as the island's anthem when it attained self-government .",1
,Q1404,what south dakota county is wakonda in,D1339,"Wakonda, South Dakota",D1339-0,"Wakonda is a town in Clay County , South Dakota , United States .",1
,Q1408,what are american people of japanese descent called,D1341,Japanese American,D1341-0,are American people of Japanese heritage .,1
,Q1408,what are american people of japanese descent called,D1341,Japanese American,D1341-1,"Japanese Americans have historically been among the three largest Asian American communities, but in recent decades, it has become the sixth largest group at roughly 1,304,286, including those of mixed-race or mixed-ethnicity.",1
,Q1411,when does v start,D1344,V (2009 TV series),D1344-0,"V is an American science fiction television series that ran for two seasons on ABC , from November 3, 2009 to March 15, 2011.",1
,Q1420,what is a bus adapter in a computer?,D1352,Host adapter,D1352-2,"In computer hardware , a host controller, host adapter, or host bus adapter (HBA) connects a host system (the computer ) to other network and storage devices.",1
,Q1421,where does cashmere come from,D1353,Cashmere wool,D1353-2,"Cashmere wool, usually simply known as cashmere, is a fiber obtained from Cashmere goats and other types of goat .",1
,Q1423,Who invented egg rolls,D1355,Egg roll,D1355-1,"2__Egg_roll __ Varieties of egg rolls are found in mainland China , many Chinese-speaking regions of Asia, and Chinese immigrant communities around the world.",1
,Q1424,what westerners include in pain and suffering,D1356,Pain and suffering,D1356-0,Pain and suffering is the legal term for the physical and emotional stress caused from an injury (see also pain and suffering ).,1
,Q1424,what westerners include in pain and suffering,D1356,Pain and suffering,D1356-1,"Some damages that might be under this category would be: aches, temporary and permanent limitations on activity, potential shortening of life, depression or scarring .",1
,Q1425,what is a medallion guarantee,D1357,Medallion signature guarantee,D1357-2,It is a guarantee by the transferring financial institution that the signature is genuine and the financial institution accepts liability for any forgery.,1
,Q1425,what is a medallion guarantee,D1357,Medallion signature guarantee,D1357-4,They also limit the liability of the transfer agent who accepts the certificates.,1
,Q1431,who wrote the song in the mood,D1363,In the Mood,D1363-0,In the Mood is a big band era #1 hit recorded by American bandleader Glenn Miller .,1
,Q1438,"what is ""thin film"" technology",D1369,Thin film,D1369-0,A thin film is a layer of material ranging from fractions of a nanometer ( monolayer ) to several micrometers in thickness.,1
,Q1443,what zones are tropical,D1374,Tropics,D1374-2,The tropics is a region of the Earth surrounding the Equator .,1
,Q1449,when does air bag deploy,D1379,Airbag,D1379-2,It is an occupant restraint system consisting of a flexible fabric envelope or cushion designed to inflate rapidly during an automobile collision .,1
,Q1452,what are some chinese inventions,D1382,List of Chinese inventions,D1382-0,"China has been the source of many inventions , including the Four Great Inventions : papermaking , the compass , gunpowder , and printing (both woodblock and movable type ).",1
,Q1452,what are some chinese inventions,D1382,List of Chinese inventions,D1382-2,"The Chinese invented technologies involving mechanics , hydraulics , and mathematics applied to horology , metallurgy , astronomy , agriculture , engineering , music theory , craftsmanship , nautics , and warfare .",1
,Q1456,who sung the banana boat song,D1386,Day-O (The Banana Boat Song),D1386-0,"Day-O (The Banana Boat Song) is a traditional Jamaican mento folk song, the best-known version of which was sung by Harry Belafonte and an alternate version interspersed with another Jamaican folksong , Hill and Gully Rider, by Dame Shirley Bassey .",1
,Q1457,when did wwi begin,D557,World War I,D557-0,World War I (WWI) was a global war centred in Europe that began on 28 July 1914 and lasted until 11 November 1918.,1
,Q1459,what year did keeping up with the kardashians begin,D1388,Keeping Up with the Kardashians,D1388-0,"Keeping Up with the Kardashians (often referred to simply as The Kardashians) is an American reality television series that premiered on October 14, 2007, on E! .",1
,Q1461,what two empires fought to control afghanistan,D1390,Afghanistan,D1390-9,"In the late 19th century, Afghanistan became a buffer state in the "" Great Game "" between the British and Russian empires.",1
,Q1462,what triggered the civil war,D359,American Civil War,D359-1,"The war had its origin in the issue of slavery , especially the extension of slavery into the western territories.",1
,Q1464,what is a store confectioner,D1392,Confectionery store,D1392-1,"A confectionery store (more commonly referred to as a sweet shop in the United Kingdom, a candy store in the North America, or a lolly shop in Australia) sells confectionery and is usually targeted to children.",1
,Q1464,what is a store confectioner,D1392,Confectionery store,D1392-2,Most confectionery stores are filled with an assortment of sweets far larger than a grocer or convenience store could accommodate.,1
,Q1468,what are tires made of,D1395,Tire,D1395-3,"The materials of modern pneumatic tires are synthetic rubber , natural rubber , fabric and wire, along with carbon black and other chemical compounds.",1
,Q1469,who killed general warren in bunker hill,D1396,Joseph Warren,D1396-4,"Rather than exercising his rank, Warren served in the battle as a private soldier, and was killed in combat when British troops stormed the redoubt atop Breed's Hill .",1
,Q1472,where do women ejeculation exactly coming from,D543,Female ejaculation,D543-0,Female ejaculation is the expulsion of fluid by human females from the paraurethral ducts through and around the female urethra during or before an orgasm .,1
,Q1473,who won the women's world cup,D1399,FIFA Women's World Cup,D1399-2,Japan won the 2011 tournament in a penalty shootout.,1
,Q1484,who owns smirnoff,D1410,Smirnoff,D1410-0,Smirnoff is a brand of vodka owned and produced by the British company Diageo .,1
,Q1489,who wrote serenity prayer,D1414,Serenity Prayer,D1414-0,The Serenity Prayer is the common name for an originally untitled prayer by the American theologian Reinhold Niebuhr (1892–1971).,1
,Q1490,what are the Declaration and Resolves of the First Continental Congress about,D1415,Declaration and Resolves of the First Continental Congress,D1415-0,"The Declaration and Resolves of the First Continental Congress (also known as the Declaration of Colonial Rights, or the Declaration of Rights), was a statement adopted by the First Continental Congress on October 14, 1774, in response to the Intolerable Acts passed by the British Parliament .",1
,Q1490,what are the Declaration and Resolves of the First Continental Congress about,D1415,Declaration and Resolves of the First Continental Congress,D1415-1,"The Declaration outlined colonial objections to the Intolerable Acts, listed a colonial bill of rights , and provided a detailed list of grievances.",1
,Q1490,what are the Declaration and Resolves of the First Continental Congress about,D1415,Declaration and Resolves of the First Continental Congress,D1415-2,"It was similar to the Declaration of Rights and Grievances , passed by the Stamp Act Congress a decade earlier.",1
,Q1493,what is a bad beat in poker,D1418,Bad beat,D1418-0,"In poker , bad beat is a subjective term for a hand in which a player with what appear to be strong cards nevertheless loses.",1
,Q1495,what part of beef are rouladen cut from?,D1420,Rouladen,D1420-5,The cut is usually topside beef or silverside since this is the cheaper cut.,1
,Q1497,where does cellular respiration occur,D219,Cellular respiration,D219-1,"Cellular respiration is the set of the metabolic reactions and processes that take place in the cells of organisms to convert biochemical energy from nutrients into adenosine triphosphate (ATP), and then release waste products.",1
,Q1500,what is a lapping machine,D1424,Lapping,D1424-0,"Lapping is a machining process, in which two surfaces are rubbed together with an abrasive between them, by hand movement or by way of a machine.",1
,Q1502,who plays ethan in my babysitter's a vampire,D1426,My Babysitter's a Vampire (TV series),D1426-3,"The show follows Ethan Morgan ( Matthew Knight ), who, in the television film, learns that his babysitter Sarah ( Vanessa Morgan ) is a vampire .",1
,Q1513,what is a base SI unit,D1436,SI base unit,D1436-0,"The seven SI base units and the interdependency of their definitions: for example, to extract the definition of the metre from the speed of light , the definition of the second must be known while the ampere and candela are both dependent on the definition of energy which in turn is defined in terms of length , mass and time .",1
,Q1519,what state is area code 419,D1441,Area codes 419 and 567,D1441-0,North American telephone area codes 419 and 567 serve the northwest quadrant of the U.S. state of Ohio .,1
,Q1521,what is 9/11 bombings,D160,September 11 attacks,D160-0,"The September 11 attacks (also referred to as September 11, September 11th, or 9/11) were a series of four coordinated terrorist attacks launched by the Islamic terrorist group al-Qaeda upon the United States in New York City and the Washington, D.C. area on September 11, 2001.",1
,Q1524,what are social security taxes,D1445,Social Security (United States),D1445-3,"Tax deposits are formally entrusted to the Federal Old-Age and Survivors Insurance Trust Fund, the Federal Disability Insurance Trust Fund, the Federal Hospital Insurance Trust Fund, or the Federal Supplementary Medical Insurance Trust Fund which comprise the Social Security Trust Fund .",1
,Q1527,what town is laurel hollow ny in,D1448,"Laurel Hollow, New York",D1448-0,"Laurel Hollow is a village in the Town of Oyster Bay in Nassau County, New York in the United States .",1
,Q1528,when did charles dickens live,D1449,Charles dickens,D1449-0,Charles John Huffam Dickens (; 7 February 1812 – 9 June 1870) was an English writer and social critic.,1
,Q1529,when did the civil rights movement begin,D1450,Civil rights movement,D1450-1,The civil rights movement was a series of worldwide political movements for equality before the law that peaked in the 1960s.,1
,Q1530,who won fifa world cup 2010,D1361,2010 FIFA World Cup,D1361-7,"In the final, Spain , the European champions , defeated third-time finalists the Netherlands 1–0 after extra time , with Andrés Iniesta 's goal in the 116th minute giving Spain their first world title, becoming the eighth nation to win the tournament, and the first European nation to win the tournament outside its home continent.",1
,Q1531,when did egg mcmuffin get invented,D1451,McMuffin,D1451-1,The Egg McMuffin is the signature breakfast sandwich; it was invented by the late McDonald's franchisee Herb Peterson in the late 1960s and was introduced nationwide in 1972.,1
,Q1532,who shot john lennon?,D1452,Death of John Lennon,D1452-1,"He was shot by Mark David Chapman at the entrance of the building where he lived, The Dakota , in New York City on 8 December 1980.",1
,Q1534,what state is new orleans in,D1454,New Orleans,D1454-0,"New Orleans ( or , locally or ; ) is a major United States port and the largest city and metropolitan area in the state of Louisiana .",1
,Q1535,what where the most important factors that led to the defeat of the democrates in 1968?,D1455,"United States presidential election, 1968",D1455-5,"It was a wrenching national experience, conducted during a year of violence that included the assassination of civil rights leader Martin Luther King, Jr. , and subsequent race riots across the nation, the assasination of Democratic presidential candidate Robert F. Kennedy , widespread opposition to the Vietnam War across university campuses, and violent confrontations between police and anti-war protesters at the 1968 Democratic National Convention as the Democratic party split again and again.",1
,Q1537,when did kurt cobain kill himself,D27,Kurt Cobain,D27-9,"On April 8, 1994, Cobain was found dead at his home in Seattle , the victim of what was officially ruled a suicide by a self-inflicted shotgun wound to the head.",1
,Q1539,what is a millwright worker,D1458,Millwright,D1458-0,A millwright is a craftsman or tradesman engaged with the construction and maintenance of machinery .,1
,Q1544,what the names of destiny's child,D1462,Destiny's Child,D1462-0,"Destiny's Child was an American R&B girl group whose final, and perhaps most recognizable, line-up comprised Beyoncé Knowles , Kelly Rowland and Michelle Williams .",1
,Q1548,who created the tourbillon movement?,D1466,Tourbillon,D1466-2,"Developed around 1795 by the French-Swiss watchmaker Abraham-Louis Breguet from an earlier idea by the English chronometer maker John Arnold , a tourbillon aims to counter the effects of gravity by mounting the escapement and balance wheel in a rotating cage, to negate the effect of gravity when the timepiece (thus the escapement) is stuck in a certain position.",1
,Q1549,what is an .msi file,D1467,Windows Installer,D1467-0,"The Windows Installer (previously known as Microsoft Installer) is a software component used for the installation, maintenance, and removal of software on modern Microsoft Windows systems.",1
,Q1553,what is a Four Lokos,D1471,Four Loko,D1471-0,"Four Loko is a line of alcoholic beverages , originally marketed as energy drinks , sold by Phusion Projects of Chicago, Illinois .",1
,Q1555,what is a fret on a guitar,D1473,Fret,D1473-1,A fret is a raised element on the neck of a stringed instrument .,1
,Q1574,what is an agents job role in film,D1492,Talent agent,D1492-0,"A talent agent, or booking agent, is a person who finds jobs for actors , authors , film directors , musicians , models , producers, professional athletes , writers and other people in various entertainment businesses.",1
,Q1574,what is an agents job role in film,D1492,Talent agent,D1492-1,"An agent also defends, supports and promotes the interest of his/her clients.",1
,Q1575,"who discovered the 2 moons of mars,Phobos and Deimos",D1493,Moons of Mars,D1493-1,"Both satellites were discovered in 1877 by Asaph Hall and are named after the characters Phobos (panic/fear) and Deimos (terror/dread) who, in Greek mythology , accompanied their father Ares , god of war, into battle.",1
,Q1576,WHAT IS A LAW ENFORCEMENT MURDER BOOK,D1494,Murder book,D1494-0,"In law enforcement parlance, the term murder book refers to the case file of a murder investigation.",1
,Q1581,when album love always released,D1499,Love Always,D1499-0,"Love Always is the debut album of American R&B duo K-Ci & JoJo , released on June 17, 1997, by MCA Records .",1
,Q1587,who killed robert kennedy,D1505,Assassination of Robert F. Kennedy,D1505-2,"Sirhan Sirhan , a 24-year-old Palestinian / Jordanian immigrant , was convicted of Kennedy's murder and is serving a life sentence for the crime.",1
,Q1589,when Harry met Sally case,D1507,When Harry Met Sally...,D1507-3,"The film raises the question ""Can men and women ever just be friends?"" and advances many ideas about relationships that became household concepts, such as those of the "" girlfriend and the ""transitional person"".",1
,Q1590,who owns hamburger helper,D1508,Hamburger Helper,D1508-4,It is made by General Mills .,1
,Q1591,what makes a dwarf planet,D1509,Dwarf planet,D1509-6,A dwarf planet is a planetary-mass object that is neither a planet nor a satellite .,1
,Q1591,what makes a dwarf planet,D1509,Dwarf planet,D1509-7,"More explicitly, the International Astronomical Union (IAU) defines a dwarf planet as a celestial body in direct orbit of the Sun that is massive enough for its shape to be controlled by gravitation , but that unlike a planet has not cleared its orbital region of other objects.",1
,Q1593,when did jack lalanne die,D1511,Jack LaLanne,D1511-0,"Francois Henri ""Jack"" LaLanne (September 26, 1914 - January 23, 2011) was an American fitness , exercise , and nutritional expert and motivational speaker who is sometimes called ""the godfather of fitness"" and the ""first fitness superhero.""",1
,Q1598,who made the original care bears,D1516,Care Bears,D1516-0,The Care Bears are characters created by American Greetings in 1981 for use on greeting cards .,1
,Q1600,what states does interstate 70 travel through,D1518,Interstate 70,D1518-0,"Interstate 70 (I-70) is an Interstate Highway in the United States that runs from Interstate 15 near Cove Fort, Utah , to a Park and Ride near Baltimore, Maryland .",1
,Q1601,when do solar eclipses happen?,D1519,Solar eclipse,D1519-1,"As seen from the Earth , a solar eclipse occurs when the Moon passes between the Sun and Earth, and the Moon fully or partially blocks ("" occults "") the Sun.",1
,Q1604,where do mangos come from,D1522,Mango,D1522-1,"The mango is native to South Asia , from where it has been distributed worldwide to become one of the most cultivated fruits in the tropics .",1
,Q1606,what latitude is tropic of cancer,D1524,Tropic of cancer,D1524-3,It currently (Year 2013) lies at 23° 26′ 15.143′′ north of the Equator.,1
,Q1607,what video format will play in a DVD player,D1525,DVD-Video,D1525-1,"Discs using the DVD-Video specification require a DVD drive and an H.262/MPEG-2 Part 2 decoder (e.g., a DVD player, or a computer DVD drive with a software DVD player).",1
,Q1610,what part of the government governs the US post office?,D1528,United States Postal Service,D1528-1,"The United States Postal Service (USPS), also known as the Post Office and U.S. Mail, is an independent agency of the United States federal government responsible for providing postal service in the United States.",1
,Q1611,what state is the capital in,D1529,List of capitals in the United States,D1529-0,"Washington, D.C. has been the capital of the United States since 1800.",1
,Q1612,what are square diamonds called?,D1530,Princess cut,D1530-2,The face-up shape of the princess cut is square or rectangular and the profile or side-on shape is similar to that of an inverted pyramid with four beveled sides.,1
,Q1617,what is a dogs classification,D1535,Dog,D1535-0,"The domestic dog (Canis lupus familiaris) is a subspecies of the gray wolf (Canis lupus), a member of the Canidae family of the mammalian order Carnivora .",1
,Q1620,who owns popeyes chicken,D1537,Popeyes Louisiana Kitchen,D1537-1,"Often referred to as Popeyes and sometimes as Popeyes Chicken & Biscuits or Popeyes Chicken & Seafood, It was acquired by Sandy Springs, Georgia -based AFC Enterprises , originally America's Favorite Chicken Company, in 1993.",1
,Q1622,what nationality is wendy williams,D1539,Wendy Williams,D1539-0,"Wendy Williams Hunter (born Wendy Joan Williams; July 18, 1964) is an American media personality , actress and author.",1
,Q1624,who said give me liberty or give me death,D1541,"Give me Liberty, or give me Death!",D1541-0,"Patrick Henry ""Treason"" speech before the House of Burgesses in an 1851 painting by Peter F. Rothermel",1
,Q1624,who said give me liberty or give me death,D1541,"Give me Liberty, or give me Death!",D1541-1,"Give me liberty, or give me death! is a quotation attributed to Patrick Henry from a speech he made to the Virginia Convention .",1
,Q1626,what president was theodore roosevelt,D1543,Theodore Roosevelt,D1543-1,"Roosevelt, Jr. ( ; October 27, 1858—January 6, 1919) was the 26th President of the United States (1901–1909).",1
,Q1628,who starred in webster,D1545,Webster (TV series),D1545-2,"The show stars Emmanuel Lewis in the title role as a young boy who, after losing his parents, is adopted by his NFL -pro godfather, portrayed by Alex Karras , and his new socialite wife, played by Susan Clark .",1
,Q1639,what is adem disease,D1556,Acute disseminated encephalomyelitis,D1556-0,Acute disseminated encephalomyelitis (ADEM) is an immune mediated disease of the brain .,1
,Q1639,what is adem disease,D1556,Acute disseminated encephalomyelitis,D1556-1,"It usually occurs following a viral infection but may appear following vaccination , bacterial or parasitic infection, or even appear spontaneously.",1
,Q1648,who created bing,D1565,Bing,D1565-0,"Bing (known previously as Live Search, Windows Live Search, and MSN Search) is a web search engine (advertised as a "" decision engine "") from Microsoft .",1
,Q1652,who made hubble telescope,D1569,Hubble Space Telescope,D1569-7,"The HST was built by the United States space agency NASA , with contributions from the European Space Agency , and is operated by the Space Telescope Science Institute .",1
,Q1653,what are anti inflammatories,D1570,Anti-inflammatory,D1570-0,Anti-inflammatory refers to the property of a substance or treatment that reduces inflammation .,1
,Q1659,when did andrea doria sink,D1576,SS Andrea Doria,D1576-1,"Pronounced was an ocean liner for the Italian Line (Società di navigazione Italia) home ported in Genoa , Italy, most famous for its sinking in 1956, when 52 people died (51 from immediate impact).",1
,Q1660,what are dialysis tubes,D1577,Dialysis tubing,D1577-1,Dialysis tubing is a type of semi- or partially permeable membrane tubing made from regenerated cellulose or cellophane .,1
,Q1683,what are four thirds cameras,D1599,Four Thirds system,D1599-1,The Four Thirds system is a standard created by Olympus and Kodak for digital single-lens reflex camera (DSLR) design and development.<ref name='DPReview.com 2001-02-13'>,1
,Q1691,who wrote  nature boy,D1605,Nature Boy,D1605-0,"Nature Boy is a song by Eden Ahbez , published in 1947.",1
,Q1698,when did playstation 3 first launch,D1611,PlayStation 3 launch,D1611-0,The launch of the PlayStation 3 into the Japanese market on 10 November 2006 marked the second major seventh generation entertainment system to be released.,1
,Q1701,where does ground pepper come from,D473,Black pepper,D473-0,"Black pepper (Piper nigrum) is a flowering vine in the family Piperaceae , cultivated for its fruit , which is usually dried and used as a spice and seasoning .",1
,Q1701,where does ground pepper come from,D473,Black pepper,D473-3,"Black pepper is native to south India , and is extensively cultivated there and elsewhere in tropical regions.",1
,Q1701,where does ground pepper come from,D473,Black pepper,D473-4,"Currently Vietnam is the world's largest producer and exporter of pepper, producing 34% of the world's Piper nigrum crop as of 2008.",1
,Q1708,who wrote the song cocaine,D1619,Cocaine (song),D1619-0,"Cocaine is a song written and recorded by JJ Cale in 1976, but also known as a cover version recorded by Eric Clapton .",1
,Q1710,when did pearl harbor get bombed,D1621,Attack on Pearl Harbor,D1621-0,"The attack on Pearl Harbor (called Hawaii Operation or Operation AI by the Japanese Imperial General Headquarters (Operation Z in planning) and the Battle of Pearl Harbor) was a surprise military strike conducted by the Imperial Japanese Navy against the United States naval base at Pearl Harbor , Hawaii, on the morning of December 7, 1941 (December 8 in Japan).",1
,Q1713,who won season 2 of project runway,D1624,Project Runway (season 2),D1624-4,"The winning designer, Chloe Dao , received $100,000 in seed money to help launch her own line, a 2007 Saturn Sky roadster, a spread in ELLE magazine, and a mentorship with the Banana Republic Design Team.",1
,Q1715,what is a mule in coins,D1626,Mule (coin),D1626-1,"In numismatics , a mule is a coin or medal minted with obverse and reverse designs not normally seen on the same piece.",1
,Q1720,who plays mary poppins in the movie,D1630,Mary Poppins (film),D1630-0,"Mary Poppins is a 1964 musical film starring Julie Andrews , Dick Van Dyke , David Tomlinson , and Glynis Johns , produced by Walt Disney , and based on the Mary Poppins books series by P. L. Travers .",1
,Q1721,what is an arc in a story plot,D1631,Story arc,D1631-0,"A story arc is an extended or continuing storyline in episodic storytelling media such as television , comic books , comic strips , boardgames , video games , and in some cases, films .",1
,Q1723,when does black friday start for christmas,D1633,Black Friday (shopping),D1633-0,"Black Friday is the day following Thanksgiving Day in the United States , often regarded as the beginning of the Christmas shopping season.",1
,Q1723,when does black friday start for christmas,D1633,Black Friday (shopping),D1633-8,"This was taken to a new extreme in 2011, when several retailers (including Target , Kohl's , Macy's , Best Buy , and Bealls ) opened at midnight for the first time.",1
,Q1723,when does black friday start for christmas,D1633,Black Friday (shopping),D1633-9,"In 2012, Walmart and several other retailers announced that they would open most of their stores at 8:00 p.m. on Thanksgiving Day (except in states where opening on Thanksgiving is prohibited due to blue laws , such as Massachusetts where they still opened around midnight), prompting calls for a walkout among some workers.",1
,Q1727,who sang what a wonderful world,D169,What a Wonderful World,D169-1,It was first recorded by Louis Armstrong and released as a single in 1967.,1
,Q1728,what month is the president inaugurated,D1637,United States presidential inauguration,D1637-3,"The day a presidential inauguration occurs is known as ""Inauguration Day"" and occurs on January 20 (or 21st if the 20th is a Sunday).",1
,Q1734,what movement was elizabeth cady stanton a part of,D1643,Elizabeth Cady Stanton,D1643-1,"Elizabeth Cady Stanton (November 12, 1815 – October 26, 1902) was an American social activist , abolitionist, and leading figure of the early women's rights movement .",1
,Q1734,what movement was elizabeth cady stanton a part of,D1643,Elizabeth Cady Stanton,D1643-2,"Her Declaration of Sentiments , presented at the first women's rights convention held in 1848 in Seneca Falls , New York , is often credited with initiating the first organized women's rights and women's suffrage movements in the United States.",1
,Q1738,what radio station are the boston bruins on?,D1647,Boston Bruins Radio Network,D1647-0,"The Boston Bruins Radio Network is a 25-station (17 A.M., 8 F.M. plus 2 F.M. translators) CBS Radio network which carries live game broadcasts of the Boston Bruins .",1
,Q1738,what radio station are the boston bruins on?,D1647,Boston Bruins Radio Network,D1647-1,"The network's flagship station is WBZ-FM /98.5- Boston, Massachusetts .",1
,Q1741,what are the characteristics of an ethnic group,D1649,Ethnic group,D1649-4,Ethnicity or ethnic group is a socially defined category based on common culture or nationality .,1
,Q1741,what are the characteristics of an ethnic group,D1649,Ethnic group,D1649-5,"Ethnicity can, but does not have to, include common ancestry , appearance , cuisine , dressing style, heritage , history , language or dialect , religion , symbols , traditions , or other cultural factor.",1
,Q1741,what are the characteristics of an ethnic group,D1649,Ethnic group,D1649-6,Ethnic identity is constantly reinforced through common characteristics which set the group apart from other groups.,1
,Q1748,what are add ons,D1655,Add-on,D1655-1,"Plug-in (computing) , a piece of software which enhances another software application and usually cannot be run independently",1
,Q1748,what are add ons,D1655,Add-on,D1655-2,"Browser extension , which modifies the interface and/or behavior of web browsers",1
,Q1748,what are add ons,D1655,Add-on,D1655-3,"Add-on (Mozilla) , a piece of software that enhances and customizes Mozilla-based applications",1
,Q1748,what are add ons,D1655,Add-on,D1655-4,"Add-ons for Firefox (addons.mozilla.org), the official Mozilla Foundation web site which serves as a repository of add-ons for Mozilla-based applications",1
,Q1748,what are add ons,D1655,Add-on,D1655-5,"Peripheral , an optional computer hardware component that significantly supplements or enhances the functionality of the original unit",1
,Q1748,what are add ons,D1655,Add-on,D1655-6,"Video game accessory , a piece of hardware used in conjunction with a video game console for playing video games",1
,Q1751,what are club seats,D1658,Club seating,D1658-2,"They are usually right next to the Luxury Boxes , either right above, right below, or sandwiched between two levels of Luxury Boxes.",1
,Q1751,what are club seats,D1658,Club seating,D1658-3,"Club Level seating is considered as higher class than sitting anywhere else in the arena, but lower class compared to the Luxury Boxes.",1
,Q1754,what school did oprah winfrey help,D1661,Oprah Winfrey Leadership Academy for Girls,D1661-0,"The Oprah Winfrey Leadership Academy for Girls - South Africa is a female boarding school founded in January 2007 and located in Henley on Klip near Meyerton , south of Johannesburg , South Africa .",1
,Q1763,what structure is disulfide bonds,D1670,Disulfide bond,D1670-0,"In chemistry , a disulfide bond (Br.E. disulphide bond) is a covalent bond , usually derived by the coupling of two thiol groups .",1
,Q1766,what is a redshirt freshman football player,D1673,Redshirt (college sports),D1673-0,"In United States college athletics , redshirt is a delay or suspension of an athlete's participation in order to lengthen his or her period of eligibility.",1
,Q1768,who rules communism government,D1674,Communist state,D1674-3,It has a form of government characterized by single-party rule or dominant-party rule of a communist party (referred as Dictatorship of the Proletariat by its proponents) and a professed allegiance to a Leninist or Marxist–Leninist ideology as the guiding principle of the state.,1
,Q1776,what year did South Africa become a team in rugby,D1680,South Africa national rugby union team,D1680-10,"The side has been playing international rugby since 1891, when a British Isles side toured the nation, playing South Africa in their first Test on 30 July.",1
,Q1778,what is a discipline of study,D1682,List of academic disciplines,D1682-0,"An academic discipline, or field of study, is a branch of knowledge that is taught and researched at the college or university level.",1
,Q1778,what is a discipline of study,D1682,List of academic disciplines,D1682-1,"Disciplines are defined (in part), and recognized by the academic journals in which research is published, and the learned societies and academic departments or faculties to which their practitioners belong.",1
,Q1782,who did john f kennedy run against?,D660,John F. Kennedy,D660-3,Kennedy defeated Vice President and Republican candidate Richard Nixon in the 1960 U.S. presidential election .,1
,Q1783,who wrote stand by me,D1270,Stand by Me (song),D1270-0,"Stand by Me is a song originally performed by Ben E. King and written by King, Jerry Leiber , and Mike Stoller , inspired by the spiritual ""Lord Stand by Me,"" plus two lines rooted in Psalms 46:2–3.",1
,Q1784,what are metaphors used for,D1686,Metaphor,D1686-1,"A metaphor is a figure of speech that describes a subject by asserting that it is, on some point of comparison, the same as another otherwise unrelated object.",1
,Q1784,what are metaphors used for,D1686,Metaphor,D1686-2,"Metaphor is a type of analogy and is closely related to other rhetorical figures of speech that achieve their effects via association, comparison or resemblance including allegory , hyperbole , and simile .",1
